주문일자,체결시간,종목명,주문유형,체결수량,체결평균단가
2022/04/19,13:02:06,쌍방울,현금매도,"3,818",922
2022/04/19,13:49:10,팜스토리,현금매수 K,"1,405","3,280"
2022/04/19,13:50:27,팜스토리,현금매도 K,490,"3,360"
2022/04/19,13:50:27,팜스토리,현금매도 K,300,"3,360"
2022/04/19,13:50:27,팜스토리,현금매도 K,1,"3,360"
2022/04/19,13:50:28,팜스토리,현금매도 K,149,"3,360"
2022/04/19,13:50:28,팜스토리,현금매도 K,100,"3,360"
2022/04/19,13:50:28,팜스토리,현금매도 K,365,"3,360"
2022/04/19,13:56:51,쌍방울,현금매수,"2,000",924
2022/04/19,14:05:34,쌍방울,현금매도,"2,000",949
2022/04/19,14:11:10,광림,현금매수 K,500,"2,855"
2022/04/19,14:11:54,광림,현금매도 K,500,"2,885"
2022/04/20,09:36:38,대주산업,현금매수 K,"1,273","3,930"
2022/04/20,09:44:21,대주산업,현금매도 K,61,"3,915"
2022/04/20,09:44:21,대주산업,현금매도 K,"1,212","3,915"
2022/04/20,09:47:24,한국맥널티,현금매수 K,474,"10,300"
2022/04/20,09:48:26,한국맥널티,현금매도 K,274,"10,550"
2022/04/20,09:54:05,한국맥널티,현금매도 K,100,"10,550"
2022/04/20,10:00:15,한국맥널티,현금매도 K,16,"10,050"
2022/04/20,10:00:15,한국맥널티,현금매도 K,1,"10,050"
2022/04/20,10:00:15,한국맥널티,현금매도 K,83,"10,050"
2022/04/20,14:07:57,하이스틸,현금매수,89,"7,380"
2022/04/20,14:07:58,하이스틸,현금매수,4,"7,380"
2022/04/20,14:07:58,하이스틸,현금매수,17,"7,380"
2022/04/20,14:07:58,하이스틸,현금매수,17,"7,380"
2022/04/20,14:07:59,하이스틸,현금매수,28,"7,380"
2022/04/20,14:07:59,하이스틸,현금매수,15,"7,380"
2022/04/20,14:09:32,하이스틸,현금매도,23,"7,410"
2022/04/20,14:09:32,하이스틸,현금매도,1,"7,410"
2022/04/20,14:09:32,하이스틸,현금매도,146,"7,410"
2022/04/21,09:22:17,한신기계,현금매수,229,"12,000"
2022/04/21,09:22:17,한신기계,현금매수,124,"12,000"
2022/04/21,09:22:17,한신기계,현금매수,70,"12,000"
2022/04/21,09:23:48,한신기계,현금매도,292,"12,300"
2022/04/21,09:23:48,한신기계,현금매도,124,"12,300"
2022/04/21,09:23:48,한신기계,현금매도,7,"12,300"
2022-04-22,9:43:16,사조동아원,현금매수,"1,046","2,060"
2022-04-22,9:46:09,사조동아원,현금매도,"1,046","2,090"
2022/04/26,09:10:15,제이씨케미칼,현금매수 K,326,"15,650"
2022/04/26,09:14:28,제이씨케미칼,현금매도 K,326,"14,950"
2022/04/26,09:16:05,구영테크,현금매수 K,"1,152","4,190"
2022/04/26,09:18:24,구영테크,현금매도 K,"1,144","4,190"
2022/04/26,09:18:24,구영테크,현금매도 K,8,"4,190"
2022/04/26,09:19:43,팜스토리,현금매수 K,947,"5,060"
2022/04/26,09:24:32,팜스토리,현금매도 K,947,"5,060"
2022/04/26,09:26:19,기산텔레콤,현금매수 K,"1,175","4,045"
2022/04/26,09:29:13,기산텔레콤,현금매도 K,"1,175","4,205"
2022/04/26,09:36:11,네온테크,현금매수 K,70,"4,625"
2022/04/26,09:36:19,네온테크,현금매수 K,294,"4,625"
2022/04/26,09:36:19,네온테크,현금매수 K,500,"4,625"
2022/04/26,09:36:19,네온테크,현금매수 K,2,"4,625"
2022/04/26,09:36:19,네온테크,현금매수 K,10,"4,625"
2022/04/26,09:36:19,네온테크,현금매수 K,100,"4,625"
2022/04/26,09:36:20,네온테크,현금매수 K,8,"4,625"
2022/04/26,09:36:20,네온테크,현금매수 K,10,"4,625"
2022/04/26,09:36:20,네온테크,현금매수 K,109,"4,625"
2022/04/26,09:39:05,네온테크,현금매도 K,"1,103","4,805"
